start,end,elapsed
2024-05-13T11:55:55,2024-05-13T11:55:55,0.0163080692291259
2024-05-13T11:55:56,2024-05-13T11:55:56,0.0140681266784667
2024-05-13T11:55:58,2024-05-13T11:55:58,0.0136208534240722
2024-05-13T11:55:59,2024-05-13T11:55:59,0.0138850212097167
2024-05-13T11:56:00,2024-05-13T11:56:00,0.0146899223327636
2024-05-13T11:56:01,2024-05-13T11:56:01,0.0138499736785888
2024-05-13T11:56:02,2024-05-13T11:56:03,0.0135650634765625
2024-05-13T11:56:04,2024-05-13T11:56:04,0.0144019126892089
2024-05-13T11:56:05,2024-05-13T11:56:05,0.0145139694213867
2024-05-13T11:56:06,2024-05-13T11:56:06,0.0136411190032958
2024-05-13T11:56:07,2024-05-13T11:56:07,0.0136301517486572
2024-05-13T11:56:08,2024-05-13T11:56:08,0.0138978958129882
2024-05-13T11:56:10,2024-05-13T11:56:10,0.0138189792633056
2024-05-13T11:56:11,2024-05-13T11:56:11,0.013334035873413
2024-05-13T11:56:12,2024-05-13T11:56:12,0.0134730339050292
2024-05-13T11:56:13,2024-05-13T11:56:13,0.0134000778198242
2024-05-13T11:56:14,2024-05-13T11:56:14,0.0140891075134277
2024-05-13T11:56:15,2024-05-13T11:56:15,0.014204978942871
2024-05-13T11:56:17,2024-05-13T11:56:17,0.013671875
2024-05-13T11:56:18,2024-05-13T11:56:18,0.0136299133300781
2024-05-13T11:56:19,2024-05-13T11:56:19,0.0136699676513671
2024-05-13T11:56:20,2024-05-13T11:56:20,0.0144150257110595
2024-05-13T11:56:21,2024-05-13T11:56:21,0.0156140327453613
2024-05-13T11:56:22,2024-05-13T11:56:22,0.0140419006347656
2024-05-13T11:56:24,2024-05-13T11:56:24,0.0135779380798339
2024-05-13T11:56:25,2024-05-13T11:56:25,0.0132851600646972
2024-05-13T11:56:26,2024-05-13T11:56:26,0.014021873474121
2024-05-13T11:56:27,2024-05-13T11:56:27,0.023439884185791
2024-05-13T11:56:28,2024-05-13T11:56:28,0.0145249366760253
2024-05-13T11:56:29,2024-05-13T11:56:29,0.0141830444335937
2024-05-13T11:56:31,2024-05-13T11:56:31,0.0140199661254882
2024-05-13T11:56:32,2024-05-13T11:56:32,0.0133769512176513
2024-05-13T11:56:33,2024-05-13T11:56:33,0.0140581130981445
2024-05-13T11:56:34,2024-05-13T11:56:34,0.0138828754425048
2024-05-13T11:56:35,2024-05-13T11:56:35,0.0132238864898681
2024-05-13T11:56:36,2024-05-13T11:56:36,0.0139651298522949
2024-05-13T11:56:38,2024-05-13T11:56:38,0.0146050453186035
2024-05-13T11:56:39,2024-05-13T11:56:39,0.0168921947479248
2024-05-13T11:56:40,2024-05-13T11:56:40,0.0135700702667236
2024-05-13T11:56:41,2024-05-13T11:56:41,0.0143001079559326
2024-05-13T11:56:42,2024-05-13T11:56:43,0.0139780044555664
2024-05-13T11:56:44,2024-05-13T11:56:44,0.0139520168304443
2024-05-13T11:56:45,2024-05-13T11:56:45,0.0136618614196777
2024-05-13T11:56:46,2024-05-13T11:56:46,0.0140650272369384
2024-05-13T11:56:47,2024-05-13T11:56:47,0.0142378807067871
2024-05-13T11:56:49,2024-05-13T11:56:49,0.0136620998382568
2024-05-13T11:56:50,2024-05-13T11:56:50,0.0138449668884277
2024-05-13T11:56:51,2024-05-13T11:56:51,0.0140471458435058
2024-05-13T11:56:52,2024-05-13T11:56:52,0.0139069557189941
2024-05-13T11:56:53,2024-05-13T11:56:53,0.0133171081542968
2024-05-13T11:56:55,2024-05-13T11:56:55,0.0135378837585449
2024-05-13T11:56:56,2024-05-13T11:56:56,0.0143461227416992
2024-05-13T11:56:57,2024-05-13T11:56:57,0.0141711235046386
2024-05-13T11:56:58,2024-05-13T11:56:58,0.0156941413879394
2024-05-13T11:56:59,2024-05-13T11:56:59,0.0135669708251953
2024-05-13T11:57:00,2024-05-13T11:57:00,0.0141749382019042
2024-05-13T11:57:02,2024-05-13T11:57:02,0.0141310691833496
2024-05-13T11:57:03,2024-05-13T11:57:03,0.0139849185943603
2024-05-13T11:57:04,2024-05-13T11:57:04,0.016758918762207
2024-05-13T11:57:05,2024-05-13T11:57:05,0.0138938426971435
2024-05-13T11:57:06,2024-05-13T11:57:06,0.0135591030120849
2024-05-13T11:57:07,2024-05-13T11:57:07,0.013599157333374
2024-05-13T11:57:09,2024-05-13T11:57:09,0.0139520168304443
2024-05-13T11:57:10,2024-05-13T11:57:10,0.0138571262359619
2024-05-13T11:57:11,2024-05-13T11:57:11,0.0141229629516601
2024-05-13T11:57:12,2024-05-13T11:57:12,0.0134999752044677
2024-05-13T11:57:13,2024-05-13T11:57:13,0.0142281055450439
2024-05-13T11:57:14,2024-05-13T11:57:15,0.0141630172729492
2024-05-13T11:57:16,2024-05-13T11:57:16,0.0139751434326171
2024-05-13T11:57:17,2024-05-13T11:57:17,0.0135121345520019
2024-05-13T11:57:18,2024-05-13T11:57:18,0.01385498046875
2024-05-13T11:57:19,2024-05-13T11:57:19,0.0143549442291259
2024-05-13T11:57:20,2024-05-13T11:57:20,0.01385498046875
2024-05-13T11:57:22,2024-05-13T11:57:22,0.013463020324707
2024-05-13T11:57:23,2024-05-13T11:57:23,0.0136010646820068
2024-05-13T11:57:24,2024-05-13T11:57:24,0.0141458511352539
