start,end,elapsed
2024-03-06T10:53:18,2024-03-06T10:53:20,2.2604429721832275
2024-03-06T10:53:30,2024-03-06T10:53:32,2.179842948913574
2024-03-06T10:53:39,2024-03-06T10:53:42,2.147674083709717
2024-03-06T10:53:51,2024-03-06T10:53:53,2.1871349811553955
2024-03-06T10:54:00,2024-03-06T10:54:02,2.149780035018921
2024-03-06T10:54:09,2024-03-06T10:54:11,2.17667293548584
2024-03-06T10:54:19,2024-03-06T10:54:21,2.227142095565796
2024-03-06T10:54:31,2024-03-06T10:54:33,2.162208080291748
2024-03-06T10:54:43,2024-03-06T10:54:45,2.219748020172119
2024-03-06T10:54:52,2024-03-06T10:54:55,2.2327799797058105
2024-03-06T10:55:02,2024-03-06T10:55:04,2.197842836380005
2024-03-06T10:55:12,2024-03-06T10:55:14,2.1480021476745605
2024-03-06T10:55:24,2024-03-06T10:55:26,2.1910531520843506
2024-03-06T10:55:33,2024-03-06T10:55:35,2.096724033355713
2024-03-06T10:55:43,2024-03-06T10:55:45,2.1895480155944824
2024-03-06T10:55:53,2024-03-06T10:55:56,2.253127098083496
2024-03-06T10:56:03,2024-03-06T10:56:05,2.3160531520843506
2024-03-06T10:56:12,2024-03-06T10:56:14,2.2127561569213867
2024-03-06T10:56:22,2024-03-06T10:56:24,2.194481134414673
2024-03-06T10:56:32,2024-03-06T10:56:34,2.250458002090454
2024-03-06T10:56:42,2024-03-06T10:56:45,2.1942920684814453
2024-03-06T10:56:54,2024-03-06T10:56:56,2.231053113937378
2024-03-06T10:57:03,2024-03-06T10:57:06,2.2213850021362305
2024-03-06T10:57:13,2024-03-06T10:57:15,2.092099189758301
2024-03-06T10:57:23,2024-03-06T10:57:26,2.2012360095977783
2024-03-06T10:57:34,2024-03-06T10:57:36,2.200728178024292
2024-03-06T10:57:43,2024-03-06T10:57:45,2.199380159378052
2024-03-06T10:57:52,2024-03-06T10:57:55,2.263792991638184
2024-03-06T10:58:05,2024-03-06T10:58:07,2.173776865005493
2024-03-06T10:58:15,2024-03-06T10:58:17,2.183655977249145
2024-03-06T10:58:26,2024-03-06T10:58:28,2.067218065261841
2024-03-06T10:58:42,2024-03-06T10:58:45,2.2600839138031006
2024-03-06T10:58:54,2024-03-06T10:58:56,2.239053964614868
2024-03-06T10:59:06,2024-03-06T10:59:08,2.192245960235596
2024-03-06T10:59:16,2024-03-06T10:59:18,2.1568758487701416
2024-03-06T10:59:26,2024-03-06T10:59:28,2.1870710849761963
2024-03-06T10:59:35,2024-03-06T10:59:37,2.1890549659729004
2024-03-06T10:59:45,2024-03-06T10:59:47,2.0405731201171875
2024-03-06T10:59:54,2024-03-06T10:59:56,2.159482955932617
2024-03-06T11:00:09,2024-03-06T11:00:11,2.40120816230774
2024-03-06T11:00:22,2024-03-06T11:00:25,2.27125096321106
2024-03-06T11:00:32,2024-03-06T11:00:34,2.2057530879974365
2024-03-06T11:00:43,2024-03-06T11:00:45,2.24022912979126
2024-03-06T11:00:55,2024-03-06T11:00:57,2.1709110736846924
2024-03-06T11:01:06,2024-03-06T11:01:08,2.065959215164185
2024-03-06T11:01:19,2024-03-06T11:01:21,2.1656718254089355
2024-03-06T11:01:28,2024-03-06T11:01:30,2.24879002571106
2024-03-06T11:01:38,2024-03-06T11:01:40,2.2337660789489746
2024-03-06T11:01:47,2024-03-06T11:01:50,2.20959997177124
2024-03-06T11:01:57,2024-03-06T11:01:59,2.2034480571746826
2024-03-06T11:02:09,2024-03-06T11:02:11,2.233289957046509
2024-03-06T11:02:19,2024-03-06T11:02:21,2.2017979621887207
2024-03-06T11:02:32,2024-03-06T11:02:34,2.251121997833252
2024-03-06T11:02:46,2024-03-06T11:02:48,2.239531993865967
2024-03-06T11:02:56,2024-03-06T11:02:58,2.076969146728516
2024-03-06T11:03:08,2024-03-06T11:03:11,2.2517571449279785
2024-03-06T11:03:18,2024-03-06T11:03:20,2.2196948528289795
2024-03-06T11:03:29,2024-03-06T11:03:31,2.2216529846191406
2024-03-06T11:03:40,2024-03-06T11:03:43,2.1932530403137207
2024-03-06T11:03:50,2024-03-06T11:03:52,2.1879029273986816
2024-03-06T11:04:01,2024-03-06T11:04:03,2.248763084411621
2024-03-06T11:04:12,2024-03-06T11:04:14,2.23244309425354
2024-03-06T11:04:21,2024-03-06T11:04:24,2.148948907852173
2024-03-06T11:04:31,2024-03-06T11:04:33,2.186951875686645
2024-03-06T11:04:42,2024-03-06T11:04:44,2.092005014419556
2024-03-06T11:04:54,2024-03-06T11:04:56,2.25687313079834
2024-03-06T11:05:04,2024-03-06T11:05:06,2.21602201461792
2024-03-06T11:05:13,2024-03-06T11:05:16,2.248082160949707
2024-03-06T11:05:23,2024-03-06T11:05:25,2.2534568309783936
2024-03-06T11:05:33,2024-03-06T11:05:35,2.244386911392212
2024-03-06T11:05:42,2024-03-06T11:05:45,2.2963249683380127
2024-03-06T11:05:56,2024-03-06T11:05:58,2.254827976226806
2024-03-06T11:06:06,2024-03-06T11:06:08,2.196558952331543
2024-03-06T11:06:16,2024-03-06T11:06:18,2.1679329872131348
2024-03-06T11:06:25,2024-03-06T11:06:27,2.046035051345825
2024-03-06T11:06:35,2024-03-06T11:06:37,2.169472932815552
2024-03-06T11:06:44,2024-03-06T11:06:46,2.1902518272399902
2024-03-06T11:06:53,2024-03-06T11:06:56,2.225641965866089
2024-03-06T11:07:03,2024-03-06T11:07:05,2.231385946273804
2024-03-06T11:07:13,2024-03-06T11:07:15,2.206037998199463
2024-03-06T11:07:23,2024-03-06T11:07:25,2.2344820499420166
2024-03-06T11:07:36,2024-03-06T11:07:38,2.166796922683716
2024-03-06T11:07:45,2024-03-06T11:07:48,2.24629282951355
2024-03-06T11:07:55,2024-03-06T11:07:57,2.179164171218872
2024-03-06T11:08:04,2024-03-06T11:08:06,2.0512378215789795
2024-03-06T11:08:14,2024-03-06T11:08:16,2.206983089447021
2024-03-06T11:08:26,2024-03-06T11:08:29,2.1791648864746094
2024-03-06T11:08:42,2024-03-06T11:08:44,2.264249086380005
2024-03-06T11:08:51,2024-03-06T11:08:53,2.199636936187744
2024-03-06T11:09:01,2024-03-06T11:09:03,2.1770360469818115
2024-03-06T11:09:10,2024-03-06T11:09:12,2.185276985168457
2024-03-06T11:09:22,2024-03-06T11:09:24,2.24158787727356
2024-03-06T11:09:31,2024-03-06T11:09:33,2.217594861984253
2024-03-06T11:09:43,2024-03-06T11:09:46,2.218852996826172
2024-03-06T11:09:53,2024-03-06T11:09:55,2.09332013130188
2024-03-06T11:10:02,2024-03-06T11:10:05,2.265695095062256
2024-03-06T11:10:12,2024-03-06T11:10:14,2.1859359741210938
2024-03-06T11:10:21,2024-03-06T11:10:23,2.178639888763428
2024-03-06T11:10:30,2024-03-06T11:10:32,2.160008192062378
2024-03-06T11:10:40,2024-03-06T11:10:42,2.2062458992004395
