start,end,elapsed
2024-01-29T11:30:18,2024-01-29T11:30:18,0.2246708869934082
2024-01-29T11:30:21,2024-01-29T11:30:21,0.2402238845825195
2024-01-29T11:30:24,2024-01-29T11:30:24,0.2347481250762939
2024-01-29T11:30:27,2024-01-29T11:30:27,0.2337510585784912
2024-01-29T11:30:30,2024-01-29T11:30:30,0.2264840602874755
2024-01-29T11:30:33,2024-01-29T11:30:33,0.2279789447784423
2024-01-29T11:30:36,2024-01-29T11:30:36,0.2267980575561523
2024-01-29T11:30:39,2024-01-29T11:30:39,0.244891881942749
2024-01-29T11:30:42,2024-01-29T11:30:42,0.2343621253967285
2024-01-29T11:30:45,2024-01-29T11:30:45,0.2227671146392822
2024-01-29T11:30:48,2024-01-29T11:30:48,0.2381541728973388
2024-01-29T11:30:51,2024-01-29T11:30:51,0.2336621284484863
2024-01-29T11:30:54,2024-01-29T11:30:54,0.2638788223266601
2024-01-29T11:30:57,2024-01-29T11:30:57,0.230212926864624
2024-01-29T11:31:00,2024-01-29T11:31:00,0.2324500083923339
2024-01-29T11:31:03,2024-01-29T11:31:03,0.2350828647613525
2024-01-29T11:31:06,2024-01-29T11:31:06,0.2349629402160644
2024-01-29T11:31:09,2024-01-29T11:31:09,0.2415740489959716
2024-01-29T11:31:12,2024-01-29T11:31:12,0.2318730354309082
2024-01-29T11:31:15,2024-01-29T11:31:15,0.2247531414031982
2024-01-29T11:31:18,2024-01-29T11:31:18,0.2328689098358154
2024-01-29T11:31:21,2024-01-29T11:31:22,0.2285258769989013
2024-01-29T11:31:24,2024-01-29T11:31:25,0.2448611259460449
2024-01-29T11:31:27,2024-01-29T11:31:28,0.2493820190429687
2024-01-29T11:31:30,2024-01-29T11:31:31,0.224510908126831
2024-01-29T11:31:34,2024-01-29T11:31:34,0.2283799648284912
2024-01-29T11:31:37,2024-01-29T11:31:37,0.2355899810791015
2024-01-29T11:31:40,2024-01-29T11:31:40,0.2599670886993408
2024-01-29T11:31:43,2024-01-29T11:31:43,0.2281441688537597
2024-01-29T11:31:46,2024-01-29T11:31:46,0.2293379306793213
2024-01-29T11:31:49,2024-01-29T11:31:49,0.2302629947662353
2024-01-29T11:31:52,2024-01-29T11:31:52,0.2322340011596679
2024-01-29T11:31:55,2024-01-29T11:31:55,0.2518148422241211
2024-01-29T11:31:58,2024-01-29T11:31:58,0.2727630138397217
2024-01-29T11:32:01,2024-01-29T11:32:01,0.2353918552398681
2024-01-29T11:32:04,2024-01-29T11:32:04,0.2369530200958252
2024-01-29T11:32:07,2024-01-29T11:32:07,0.2323839664459228
2024-01-29T11:32:10,2024-01-29T11:32:11,0.2393319606781005
2024-01-29T11:32:13,2024-01-29T11:32:14,0.2336549758911132
2024-01-29T11:32:16,2024-01-29T11:32:17,0.2299511432647705
2024-01-29T11:32:20,2024-01-29T11:32:20,0.2559080123901367
2024-01-29T11:32:23,2024-01-29T11:32:23,0.2343959808349609
2024-01-29T11:32:26,2024-01-29T11:32:26,0.2299730777740478
2024-01-29T11:32:29,2024-01-29T11:32:29,0.2278628349304199
2024-01-29T11:32:32,2024-01-29T11:32:32,0.2319040298461914
2024-01-29T11:32:35,2024-01-29T11:32:36,0.2269558906555175
2024-01-29T11:32:38,2024-01-29T11:32:38,0.2369961738586425
2024-01-29T11:32:41,2024-01-29T11:32:42,0.2241060733795166
2024-01-29T11:32:44,2024-01-29T11:32:45,0.2737860679626465
2024-01-29T11:32:47,2024-01-29T11:32:48,0.2443749904632568
2024-01-29T11:32:50,2024-01-29T11:32:51,0.2338619232177734
2024-01-29T11:32:53,2024-01-29T11:32:54,0.2281000614166259
2024-01-29T11:32:57,2024-01-29T11:32:57,0.2340397834777832
2024-01-29T11:33:00,2024-01-29T11:33:00,0.2632770538330078
2024-01-29T11:33:03,2024-01-29T11:33:03,0.2310750484466552
2024-01-29T11:33:06,2024-01-29T11:33:06,0.2348968982696533
2024-01-29T11:33:09,2024-01-29T11:33:09,0.2434329986572265
2024-01-29T11:33:12,2024-01-29T11:33:12,0.2296340465545654
2024-01-29T11:33:15,2024-01-29T11:33:15,0.2259469032287597
2024-01-29T11:33:18,2024-01-29T11:33:18,0.2394509315490722
2024-01-29T11:33:21,2024-01-29T11:33:22,0.2282600402832031
2024-01-29T11:33:24,2024-01-29T11:33:25,0.2451331615447998
2024-01-29T11:33:27,2024-01-29T11:33:28,0.2423779964447021
2024-01-29T11:33:31,2024-01-29T11:33:31,0.2260301113128662
2024-01-29T11:33:34,2024-01-29T11:33:34,0.2304179668426513
2024-01-29T11:33:37,2024-01-29T11:33:37,0.2384359836578369
2024-01-29T11:33:40,2024-01-29T11:33:40,0.232278823852539
2024-01-29T11:33:43,2024-01-29T11:33:43,0.2410829067230224
2024-01-29T11:33:46,2024-01-29T11:33:47,0.2273471355438232
2024-01-29T11:33:49,2024-01-29T11:33:50,0.2578978538513183
2024-01-29T11:33:52,2024-01-29T11:33:53,0.2403640747070312
2024-01-29T11:33:56,2024-01-29T11:33:56,0.2631051540374756
2024-01-29T11:33:59,2024-01-29T11:33:59,0.2637608051300049
2024-01-29T11:34:02,2024-01-29T11:34:02,0.2291760444641113
2024-01-29T11:34:05,2024-01-29T11:34:05,0.2279489040374755
2024-01-29T11:34:08,2024-01-29T11:34:08,0.2270169258117675
2024-01-29T11:34:11,2024-01-29T11:34:11,0.2299509048461914
2024-01-29T11:34:14,2024-01-29T11:34:15,0.2537088394165039
