start,end,elapsed
2025-08-29T21:21:15,2025-08-29T21:21:26,11.469220876693726
2025-08-29T21:22:08,2025-08-29T21:22:20,11.767528057098389
2025-08-29T21:23:02,2025-08-29T21:23:13,11.122452974319458
2025-08-29T21:23:56,2025-08-29T21:24:07,10.957684993743896
2025-08-29T21:24:51,2025-08-29T21:25:02,11.008756160736084
2025-08-29T21:25:46,2025-08-29T21:25:57,10.86038303375244
2025-08-29T21:26:38,2025-08-29T21:26:49,11.313171148300173
2025-08-29T21:27:33,2025-08-29T21:27:45,11.34779691696167
2025-08-29T21:28:26,2025-08-29T21:28:37,10.738831996917725
2025-08-29T21:29:19,2025-08-29T21:29:30,11.691978931427002
2025-08-29T21:30:14,2025-08-29T21:30:25,11.44749402999878
2025-08-29T21:31:10,2025-08-29T21:31:21,11.804270029067991
2025-08-29T21:32:06,2025-08-29T21:32:18,11.57421898841858
2025-08-29T21:32:59,2025-08-29T21:33:11,11.075623035430908
2025-08-29T21:33:51,2025-08-29T21:34:02,10.833420991897585
2025-08-29T21:34:42,2025-08-29T21:34:54,11.758974075317385
2025-08-29T21:35:36,2025-08-29T21:35:47,10.921658992767334
2025-08-29T21:36:29,2025-08-29T21:36:41,11.745776891708374
2025-08-29T21:37:25,2025-08-29T21:37:37,11.864840030670166
2025-08-29T21:38:17,2025-08-29T21:38:28,10.818095922470093
2025-08-29T21:39:11,2025-08-29T21:39:23,11.836488008499146
2025-08-29T21:40:03,2025-08-29T21:40:14,10.828985929489136
2025-08-29T21:40:54,2025-08-29T21:41:06,11.461934089660645
2025-08-29T21:41:46,2025-08-29T21:41:57,10.700557947158812
2025-08-29T21:42:38,2025-08-29T21:42:49,11.24407410621643
2025-08-29T21:43:32,2025-08-29T21:43:44,11.77312397956848
2025-08-29T21:44:24,2025-08-29T21:44:35,10.805838108062744
2025-08-29T21:45:19,2025-08-29T21:45:30,11.296632051467896
2025-08-29T21:46:12,2025-08-29T21:46:23,11.534626960754396
2025-08-29T21:47:05,2025-08-29T21:47:16,11.151121854782104
2025-08-29T21:47:56,2025-08-29T21:48:06,10.712290048599243
2025-08-29T21:48:50,2025-08-29T21:49:02,11.6998610496521
2025-08-29T21:49:44,2025-08-29T21:49:55,10.774447917938232
2025-08-29T21:50:36,2025-08-29T21:50:47,11.768771886825562
2025-08-29T21:51:30,2025-08-29T21:51:41,10.988006830215454
2025-08-29T21:52:22,2025-08-29T21:52:32,10.821824073791504
2025-08-29T21:53:14,2025-08-29T21:53:25,11.179996013641356
2025-08-29T21:54:08,2025-08-29T21:54:20,12.024762868881226
2025-08-29T21:55:00,2025-08-29T21:55:12,11.841036081314089
2025-08-29T21:55:53,2025-08-29T21:56:04,11.68438196182251
2025-08-29T21:56:47,2025-08-29T21:56:59,11.583801984786987
2025-08-29T21:57:42,2025-08-29T21:57:54,11.407336950302124
2025-08-29T21:58:34,2025-08-29T21:58:45,11.7176251411438
2025-08-29T21:59:25,2025-08-29T21:59:37,11.95039701461792
2025-08-29T22:00:19,2025-08-29T22:00:30,11.523034811019896
2025-08-29T22:01:12,2025-08-29T22:01:24,11.674706935882568
2025-08-29T22:02:06,2025-08-29T22:02:17,11.303744077682495
2025-08-29T22:03:01,2025-08-29T22:03:12,10.6196711063385
2025-08-29T22:03:57,2025-08-29T22:04:08,10.955099821090698
2025-08-29T22:04:52,2025-08-29T22:05:03,11.77996301651001
2025-08-29T22:05:44,2025-08-29T22:05:55,10.98060703277588
2025-08-29T22:06:35,2025-08-29T22:06:46,10.645966053009031
2025-08-29T22:07:26,2025-08-29T22:07:37,11.512837886810305
2025-08-29T22:08:18,2025-08-29T22:08:28,10.632633924484251
2025-08-29T22:09:12,2025-08-29T22:09:23,11.521594047546388
2025-08-29T22:10:05,2025-08-29T22:10:17,11.50795316696167
2025-08-29T22:11:00,2025-08-29T22:11:12,12.139735221862791
2025-08-29T22:11:54,2025-08-29T22:12:06,11.70171284675598
2025-08-29T22:12:49,2025-08-29T22:13:01,11.4653480052948
2025-08-29T22:13:43,2025-08-29T22:13:54,10.897947072982788
2025-08-29T22:14:34,2025-08-29T22:14:45,10.72069811820984
2025-08-29T22:15:26,2025-08-29T22:15:37,11.536525964736938
2025-08-29T22:16:18,2025-08-29T22:16:29,11.071320056915283
2025-08-29T22:17:10,2025-08-29T22:17:22,11.55750298500061
2025-08-29T22:18:02,2025-08-29T22:18:13,11.021099090576172
2025-08-29T22:18:53,2025-08-29T22:19:04,10.659893989562988
2025-08-29T22:19:49,2025-08-29T22:20:01,11.990076065063477
2025-08-29T22:20:44,2025-08-29T22:20:55,11.297663927078249
2025-08-29T22:21:37,2025-08-29T22:21:49,11.549063920974731
2025-08-29T22:22:30,2025-08-29T22:22:41,11.39323902130127
2025-08-29T22:23:21,2025-08-29T22:23:33,11.095592975616457
2025-08-29T22:24:14,2025-08-29T22:24:25,11.197431802749634
2025-08-29T22:25:07,2025-08-29T22:25:19,11.712183952331545
2025-08-29T22:26:01,2025-08-29T22:26:12,10.593730926513672
2025-08-29T22:26:52,2025-08-29T22:27:04,11.579540014266968
2025-08-29T22:27:44,2025-08-29T22:27:56,11.776553869247437
2025-08-29T22:28:36,2025-08-29T22:28:47,10.782887935638428
2025-08-29T22:29:28,2025-08-29T22:29:39,11.052583932876589
2025-08-29T22:30:19,2025-08-29T22:30:30,10.940165042877195
2025-08-29T22:31:13,2025-08-29T22:31:24,10.8748140335083
2025-08-29T22:32:08,2025-08-29T22:32:20,11.96886706352234
2025-08-29T22:33:05,2025-08-29T22:33:16,11.557622909545898
2025-08-29T22:34:01,2025-08-29T22:34:12,11.354506015777588
2025-08-29T22:34:54,2025-08-29T22:35:05,10.873711109161375
2025-08-29T22:35:46,2025-08-29T22:35:57,11.596215009689333
2025-08-29T22:36:40,2025-08-29T22:36:51,10.89260482788086
2025-08-29T22:37:32,2025-08-29T22:37:43,11.68983507156372
2025-08-29T22:38:26,2025-08-29T22:38:37,11.238653182983398
2025-08-29T22:39:21,2025-08-29T22:39:32,10.91427493095398
2025-08-29T22:40:17,2025-08-29T22:40:29,11.928039073944092
2025-08-29T22:41:11,2025-08-29T22:41:22,10.77120590209961
2025-08-29T22:42:03,2025-08-29T22:42:14,11.14542293548584
2025-08-29T22:42:54,2025-08-29T22:43:05,10.92966103553772
2025-08-29T22:43:46,2025-08-29T22:43:58,11.734606981277466
2025-08-29T22:44:39,2025-08-29T22:44:50,10.594879865646362
2025-08-29T22:45:35,2025-08-29T22:45:46,11.689766883850098
2025-08-29T22:46:29,2025-08-29T22:46:40,11.643419027328491
2025-08-29T22:47:25,2025-08-29T22:47:37,11.805111169815063
2025-08-29T22:48:18,2025-08-29T22:48:29,10.690814018249512
2025-08-29T22:49:13,2025-08-29T22:49:24,11.100072145462036
